Data before filters:
Description:
null
4.517592, 3.379668, 0.000000, 0.000000, 2.195900, 2.495544, 2.748188 : 0.000000
4.577492, 3.240549, 0.903090, 0.903090, 2.396199, 1.748188, 2.294466 : 0.000000
4.966611, 4.008600, 0.000000, 0.000000, 0.000000, 3.806180, 5.013473 : 0.000000
3.917295, 3.025715, 0.000000, 0.000000, 1.342423, 2.029384, 2.697229 : 0.000000
3.970347, 2.997823, 0.845098, 0.778151, 1.778151, 1.778151, 2.792392 : 0.000000
4.556737, 3.672467, 1.000000, 0.698970, 2.743510, 0.778151, 2.540329 : 0.000000
4.519119, 2.791691, 0.000000, 0.301030, 1.763428, 1.707570, 0.000000 : 0.000000
4.605089, 3.028978, 0.000000, 0.000000, 3.025306, 0.000000, 0.000000 : 0.000000
4.427940, 4.263447, 0.000000, 1.431364, 3.324488, 2.847573, 0.000000 : 0.000000
1.892095, 1.301030, 1.447158, 1.113943, 1.041393, 0.000000, 2.894316 : 0.000000
2.484300, 2.000000, 2.733197, 2.206826, 1.518514, 2.643453, 3.568202 : 0.000000
1.544068, 0.778151, 2.683047, 1.414973, 0.477121, 2.301030, 3.350248 : 0.000000
2.734800, 2.079181, 3.274158, 2.613842, 1.612784, 1.880814, 3.447158 : 0.000000
3.089905, 2.212188, 2.840106, 2.367356, 1.431364, 2.113943, 2.060698 : 0.000000
2.809560, 1.934498, 2.501059, 2.041393, 1.113943, 1.869232, 2.056905 : 0.000000
1.778151, 1.000000, 0.602060, 0.602060, 0.602060, 2.892095, 3.880814 : 0.000000
1.977724, 1.000000, 1.591065, 1.041393, 0.000000, 2.086360, 2.669317 : 0.000000
3.836957, 3.011993, 3.740363, 2.954243, 1.897627, 1.462398, 2.588832 : 0.000000
4.003977, 3.732313, 4.574783, 3.812913, 2.724276, 1.623249, 2.615950 : 0.000000
2.812913, 1.908485, 2.431364, 1.707570, 2.230449, 2.579784, 3.301030 : 0.000000
2.322219, 1.342423, 0.845098, 0.778151, 0.778151, 1.278754, 1.869232 : 0.000000
2.585461, 1.778151, 2.201397, 1.724276, 0.903090, 2.667453, 3.096910 : 0.000000
3.626340, 2.838849, 3.071882, 2.292256, 0.698970, 2.641474, 2.898176 : 0.000000
3.880814, 3.089905, 3.193125, 2.922206, 2.502427, 3.696356, 3.610660 : 0.000000
2.774517, 1.903090, 2.387390, 1.949390, 0.954243, 2.719331, 3.322219 : 0.000000
2.079181, 1.397940, 1.602060, 0.903090, 0.000000, 2.698970, 3.204120 : 0.000000
0.903090, 0.000000, 2.004321, 1.633468, 0.000000, 2.283301, 3.609274 : 0.000000
3.809829, 3.364176, 3.808346, 3.334253, 2.082785, 3.559667, 2.352183 : 0.000000
3.337858, 3.020775, 2.848189, 2.643453, 2.315970, 3.660011, 3.593618 : 0.000000
3.252853, 2.763428, 2.791691, 2.526339, 2.506505, 2.980458, 3.628389 : 0.000000
3.123852, 1.000000, 2.260071, 1.819544, 1.301030, 2.363612, 3.260071 : 0.000000
0.602060, 0.000000, 1.716003, 0.845098, 0.301030, 1.968483, 2.715167 : 0.000000
3.278754, 2.454845, 3.888179, 2.980912, 1.491362, 2.833147, 2.864511 : 0.000000
1.755875, 1.380211, 1.477121, 1.431364, 0.301030, 2.732394, 3.401056 : 0.000000
3.000000, 2.698970, 2.698970, 2.602060, 0.000000, 2.301030, 3.000000 : 0.000000
2.643453, 1.949390, 2.879096, 2.482874, 1.278754, 2.475671, 3.075547 : 0.000000
2.322219, 1.633468, 2.271842, 2.008600, 1.079181, 2.222716, 3.029384 : 0.000000
3.454845, 3.047275, 3.565257, 3.298198, 2.139879, 3.367356, 3.636488 : 0.000000
3.846337, 3.267172, 3.644439, 3.471292, 0.000000, 3.330414, 3.000000 : 0.000000
2.736397, 2.113943, 2.378398, 2.184691, 1.204120, 2.819544, 3.454845 : 0.000000
3.854306, 3.158362, 3.245513, 3.082785, 1.986772, 2.783904, 3.354108 : 0.000000
2.792392, 2.511883, 2.387390, 2.257679, 1.579784, 3.170262, 3.403121 : 0.000000
2.079181, 1.491362, 1.973128, 1.819544, 0.000000, 1.681241, 2.432969 : 0.000000
2.877947, 2.359835, 2.662758, 2.606381, 1.505150, 2.926857, 3.746634 : 0.000000
3.707570, 3.155336, 3.004321, 3.056905, 0.000000, 2.068186, 2.294466 : 0.000000
4.130334, 3.786041, 3.606381, 3.654177, 2.326336, 3.939020, 3.164353 : 0.000000
3.195900, 3.045323, 3.262451, 3.250420, 2.243038, 2.130334, 2.779596 : 0.000000
3.489958, 3.700704, 3.404834, 3.579784, 2.509203, 2.431364, 2.602060 : 0.000000
3.260071, 2.607455, 2.802089, 2.562293, 1.544068, 3.004321, 3.935003 : 0.000000
