k = 2
3.317797, 3.159228, 2.636785, 3.085854, 2.178245, 2.569557, 3.117287 : 0.000000
2.061736, 1.744183, 1.277625, 1.790114, 1.633575, 2.596409, 3.439203 : 1.000000

k = 4
2.301043, 0.646372, 0.858505, 1.229327, 0.865906, 0.295067, 0.294142 : 1.000000
2.065568, 1.896094, 1.802498, 2.210318, 1.797061, 2.822853, 3.874874 : 1.000000
2.032676, 1.782320, 0.490103, 1.228583, 1.529162, 2.689001, 3.297643 : 1.000000
3.456901, 3.207059, 2.722118, 3.141712, 2.198456, 2.501028, 3.059487 : 1.000000

k = 8
3.688765, 3.391659, 3.381725, 3.434645, 2.236156, 2.787131, 3.146621 : 1.000000
1.201770, 1.592365, 0.411373, 1.128523, 1.372555, 2.686890, 3.307357 : 1.000000
3.590831, 3.389964, 0.735620, 2.361429, 2.742379, 1.771129, 2.362261 : 0.000000
2.273129, 1.901937, 0.389751, 1.227243, 1.708290, 2.771855, 3.353590 : 1.000000
2.209082, 1.996107, 2.292075, 2.268831, 1.739743, 2.763423, 3.773294 : 1.000000
2.046967, 1.898720, 1.300051, 2.232422, 1.894278, 2.877778, 3.964725 : 1.000000
2.027848, 1.286773, 1.865202, 1.495691, 0.618241, 2.019886, 2.832604 : 1.000000
2.071357, 0.319781, 0.921936, 1.380670, 0.691204, 0.194731, 0.094865 : 0.000000

k = 16
1.501497, 0.954089, 1.646453, 1.363451, 0.397654, 2.041831, 3.032702 : 1.000000
2.519898, 1.892313, 2.281331, 2.045471, 1.134436, 2.342643, 2.955023 : 0.000000
3.130192, 2.617465, 3.019893, 2.766138, 1.015210, 2.387090, 2.796990 : 0.000000
1.394802, 1.230253, 0.277202, 0.751203, 1.039649, 2.370940, 2.963392 : 1.000000
3.831147, 3.551226, 3.653052, 3.604582, 2.604233, 2.996146, 3.236187 : 0.000000
0.000000, 2.292841, 1.117394, 2.130547, 2.480931, 3.043466, 3.726517 : 1.000000
3.302257, 3.084597, 2.734357, 3.187199, 2.013039, 1.347661, 2.642619 : 0.000000
0.389076, 3.876066, 2.172294, 3.574317, 3.544880, 2.184608, 2.133116 : 0.000000
2.108746, 1.819385, 0.902589, 2.265848, 1.931888, 2.928052, 4.003823 : 1.000000
2.826725, 2.683199, 2.315772, 2.622465, 2.112130, 3.023192, 3.674697 : 1.000000
2.071357, 0.319781, 0.921936, 1.380670, 0.691204, 0.194731, 0.094865 : 0.000000
2.077506, 1.860076, 2.207028, 2.207593, 1.775957, 2.799554, 3.922648 : 1.000000
4.410408, 3.222489, 0.391815, 0.765640, 2.268278, 1.809739, 1.712340 : 0.000000
2.132970, 1.890687, 0.415819, 1.252132, 1.694769, 2.795147, 3.377498 : 1.000000
3.513851, 3.986547, 1.266852, 3.942287, 3.533839, 3.005878, 4.088818 : 0.000000
2.013828, 1.863685, 1.457713, 2.172625, 1.824823, 2.837495, 3.924718 : 1.000000

k = 32
1.986549, 1.787881, 1.461894, 1.924129, 1.829603, 2.822255, 3.944167 : 1.000000
1.683666, 1.125967, 1.800504, 1.385385, 0.454222, 2.016458, 2.639271 : 0.000000
2.022202, 1.938709, 1.143057, 2.254916, 1.899649, 2.879583, 3.997009 : 1.000000
2.014692, 2.228183, 0.671211, 2.586214, 1.786436, 2.142779, 2.968382 : 1.000000
2.238561, 0.238561, 0.588046, 2.150515, 2.000000, 3.000000, 4.150515 : 1.000000
2.022387, 1.736985, 2.326996, 2.189530, 1.791231, 2.760548, 3.916806 : 1.000000
0.778151, 3.475671, 1.826075, 4.416241, 4.476976, 0.778151, 1.414973 : 0.000000
2.243735, 1.826169, 0.417873, 1.396634, 1.786184, 2.819479, 3.337042 : 1.000000
2.071694, 2.025466, 2.325931, 2.261229, 1.769603, 2.794112, 3.936688 : 1.000000
1.706809, 0.989183, 1.315986, 1.197652, 0.443887, 2.717257, 3.651875 : 0.000000
3.252575, 1.301030, 0.690106, 2.389076, 2.073064, 2.903090, 1.169228 : 1.000000
3.388302, 3.872435, 0.991671, 3.844859, 3.407251, 2.841237, 4.032524 : 0.000000
3.896659, 3.691638, 3.675431, 3.746410, 2.833561, 3.164673, 3.384186 : 0.000000
2.014216, 1.724498, 1.478485, 2.298168, 1.813243, 2.868982, 3.920644 : 1.000000
2.701298, 2.091079, 2.590550, 2.293087, 1.201578, 2.300352, 2.884989 : 1.000000
0.000000, 1.759221, 0.488561, 1.673168, 1.823929, 2.607176, 3.398883 : 1.000000
3.616513, 3.164467, 3.407762, 3.219600, 1.457209, 2.251329, 2.658613 : 0.000000
2.004163, 1.435515, 1.990034, 2.211736, 1.819631, 2.795114, 3.871552 : 1.000000
0.000000, 3.226277, 2.347303, 2.516712, 2.676573, 3.247077, 3.275114 : 1.000000
2.141712, 0.329934, 0.950915, 1.398434, 0.633790, 0.000000, 0.000000 : 1.000000
2.280851, 1.861744, 0.380648, 0.793211, 1.592036, 2.643469, 3.348210 : 1.000000
1.458830, 1.961021, 0.446104, 1.209446, 1.663330, 2.795454, 3.420594 : 1.000000
2.061905, 1.704661, 0.719271, 2.157782, 1.848845, 2.846920, 3.951222 : 1.000000
1.786950, 1.224681, 0.767602, 0.803578, 0.530143, 0.940407, 2.106340 : 0.000000
2.421393, 2.193770, 2.315318, 2.203013, 2.366708, 2.846904, 3.696880 : 1.000000
2.876619, 2.954588, 1.821198, 3.091696, 1.888114, 0.889076, 3.031995 : 0.000000
2.555825, 2.947067, 0.958769, 2.905379, 2.404101, 2.915102, 3.596795 : 1.000000
4.450914, 3.378771, 0.305354, 0.456956, 2.063267, 1.910082, 2.009564 : 0.000000
2.112616, 1.927052, 2.058904, 2.179023, 1.721985, 2.838782, 3.951947 : 1.000000
1.338202, 1.113985, 0.208213, 0.727596, 1.007225, 2.562725, 2.996611 : 1.000000
2.045406, 1.963600, 1.577271, 2.202644, 1.815655, 2.842299, 3.926045 : 1.000000
3.112035, 2.722533, 2.647831, 2.622208, 1.906044, 3.145835, 3.697400 : 1.000000

